12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
50.1 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.3 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
6.79 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.1
55.5 12.4
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
12.0 45.8
67.9 77.1
20.0 11.5
1.21 23.0
12.3 78.1
12.7 90.0
55.5 12.3
